Symbol,Date,Exchange,Open,High,Low,Close,Prev High,Prev Low,Prev Close,GAP%,ATR14,Outstanding Shares,Market Cap,Volume(-1),Volume(-2),Volume(-3),Avg Prev 3 Day Volume,PM Volume,Daily Volume,Volume Open to HOD,Volume HOD to Close,PM Trades,No. Trades,PM Volume / Avg Prev 3 Day Volume,Daily Volume / Avg Prev 3 Day Volume,PM Supply Rotation,Daily Supply Rotation,Supply Rotations Open to HOD,Supply Rotations HOD to Close,Open Time,Time HOD,Time LOD,Minutes Open to HOD,Minutes Open to LOD,Time HOD - LOD,Broke PM High,Broke PM Low,Day
CRIS,2020-12-08,NASDAQ,5.47,7.9,5.2,6.55,1.96,1.09,1.44,279.86,6.81,58817444.0,84697119.36,13484270.0,2628446.0,3303522.0,6472079.33,47455114.0,326058998.0,62538425.0,187670973.0,122362.0,1116511.0,7.33,50.38,0.81,5.54,1.06,3.19,09:30:00,09:55:00,06:12:00,25.0,-198.0,223.0,True,False,1
RCON,2020-12-09,NASDAQ,2.85,2.89,1.51,1.76,1.57,1.31,1.44,97.92,1.78,7202832.0,10372078.08,4875486.0,163117.0,138230.0,1725611.0,10533691.0,30623751.0,,18171555.0,30186.0,101608.0,6.1,17.75,1.46,4.25,,2.52,09:30:00,07:28:00,14:32:00,-122.0,302.0,-424.0,False,True,2
XBIO,2020-12-09,NASDAQ,3.87,5.85,3.04,3.17,1.09,1.04,1.08,258.33,5.0,6296227.0,6799925.16,133281.0,231412.0,404923.0,256538.67,15104422.0,183664225.0,89438404.0,69499464.0,42233.0,651765.0,58.88,715.93,2.4,29.17,14.21,11.04,09:30:00,10:48:00,08:05:00,78.0,-85.0,163.0,True,False,2
CNET,2020-12-09,NASDAQ,14.3,15.9,8.65,10.15,7.9,6.9,7.3,95.89,9.0,21741926.0,31743211.96,1096286.0,551246.0,237701.0,628411.0,1801604.0,10669888.4,902515.4,7423878.0,5216.6,35783.6,2.87,16.98,0.08,0.49,0.04,0.34,09:30:00,07:01:00,06:30:00,-149.0,-180.0,31.0,False,False,2
VTVT,2020-12-11,NASDAQ,4.1,4.75,3.03,3.1,2.28,2.12,2.19,87.21,2.97,50786130.0,111221624.7,5901936.0,681806.0,307548.0,2297096.67,14786421.0,108464838.0,21135903.0,65704158.0,44658.0,334913.0,6.44,47.22,0.29,2.14,0.42,1.29,09:30:00,05:30:00,15:19:00,-240.0,349.0,-589.0,False,True,4
PRVL,2020-12-15,NASDAQ,23.01,23.08,22.61,22.75,13.73,11.94,12.5,84.08,13.45,34246433.0,428080412.5,386633.0,319666.0,90433.0,265577.33,1581428.0,10776807.0,,8460898.0,2050.0,49631.0,5.95,40.58,0.05,0.31,,0.25,09:30:00,06:17:00,06:15:00,-193.0,-195.0,2.0,False,False,1
AEMD,2020-12-16,NASDAQ,2.91,3.07,2.14,2.26,1.64,1.54,1.62,79.63,1.53,12088313.0,19583067.06,103787.0,136452.0,53693.0,97977.33,18089506.0,92877327.0,6155499.0,63908258.0,56745.0,292727.0,184.63,947.95,1.5,7.68,0.51,5.29,09:30:00,09:26:00,08:02:00,-4.0,-88.0,84.0,False,False,2
OCG,2020-12-17,NASDAQ,17.24,25.85,6.28,7.33,6.56,5.27,6.1,182.62,20.58,15190000.0,92659000.0,1382870.0,1321437.0,,1352153.5,1824062.0,29098195.0,1491545.0,22345462.0,9887.0,177605.0,1.35,21.52,0.12,1.92,0.1,1.47,09:30:00,10:02:00,15:16:00,32.0,346.0,-314.0,True,True,3
OCGN,2020-12-23,NASDAQ,2.04,3.05,1.84,2.6,0.83,0.41,0.81,153.35,2.77,162026473.0,130463716.06,734079838.0,7558049.0,5395563.0,249011150.0,123328251.0,918194302.0,291954170.0,465176640.0,128967.0,1343973.0,0.5,3.69,0.76,5.67,1.8,2.87,09:30:00,10:51:00,04:52:00,81.0,-278.0,359.0,True,False,2
AVGR,2020-12-24,NASDAQ,12.2,15.4,9.15,9.6,7.74,6.42,6.92,76.25,9.8,84922079.0,29391531.54,46268219.0,15823176.0,3240886.0,21777427.0,1581572.55,11479245.6,1212409.75,8408261.25,1434.75,9903.3,0.07,0.53,0.02,0.14,0.01,0.1,09:30:00,07:07:00,13:43:00,-143.0,253.0,-396.0,False,True,3
TENX,2020-12-29,NASDAQ,42.8,56.8,38.2,39.6,22.6,21.1,21.4,100.0,36.6,12619369.0,13502724.83,192413.0,42213.0,148492.0,127706.0,1387357.9,11576537.95,5976373.5,3796255.65,2879.85,27224.3,10.86,90.65,0.11,0.92,0.47,0.3,09:30:00,11:14:00,06:05:00,104.0,-205.0,309.0,True,False,1
CNFR,2020-12-30,NASDAQ,4.94,5.0,3.4,3.79,2.82,2.3,2.65,86.42,2.78,9678463.0,25647926.95,1074792.0,4853.0,2738.0,360794.33,2607047.0,11217809.0,183225.0,7335163.0,11358.0,59553.0,7.23,31.09,0.27,1.16,0.02,0.76,09:30:00,05:19:00,15:18:00,-251.0,348.0,-599.0,False,True,2
INDO,2020-12-30,NYSE,9.93,11.87,6.26,6.8,4.65,3.84,4.63,114.59,8.61,7407955.0,34279570.97,98201.0,7901.0,2466.0,36189.33,2055901.0,10165769.0,425617.0,6282393.0,10806.0,77597.0,56.81,280.91,0.28,1.37,0.06,0.85,09:30:00,07:54:00,07:38:00,-96.0,-112.0,16.0,False,False,2
OCGN,2021-01-04,NASDAQ,3.42,3.5,2.8,3.07,1.9,1.72,1.83,86.89,3.21,184011884.0,336741747.72,38384094.0,40912378.0,52226976.0,43841149.33,29632191.0,169856721.0,22198861.0,106626756.0,50179.0,371622.0,0.68,3.87,0.16,0.92,0.12,0.58,09:30:00,06:59:00,04:00:00,-151.0,-330.0,179.0,False,False,0
SYN,2021-01-05,NYSE,9.4,17.0,9.34,10.0,5.62,3.83,5.0,87.96,13.8,29249925.0,14627887.49,20759483.0,2978185.0,6305916.0,10014528.0,1979654.1,36021515.5,17796979.5,14742105.7,2609.3,47982.4,0.2,3.6,0.07,1.23,0.61,0.5,09:30:00,11:51:00,05:56:00,141.0,-214.0,355.0,True,False,1
PECK,2021-01-05,NASDAQ,13.02,13.68,10.06,10.46,6.18,5.97,6.15,111.71,7.88,5312873.0,32674168.95,113547.0,165776.0,124755.0,134692.67,5052707.0,32011601.0,625335.0,22837241.0,22638.0,193692.0,37.51,237.66,0.95,6.03,0.12,4.3,09:30:00,09:01:00,08:29:00,-29.0,-61.0,32.0,False,False,1
ISR,2021-01-06,NYSE,1.74,2.0,1.31,1.42,0.54,0.47,0.53,227.99,1.58,87232324.0,46276747.88,39780284.0,13634022.0,1051359.0,18155221.67,49816751.0,259110529.0,5413966.0,191403344.0,69837.0,396180.0,2.74,14.27,0.57,2.97,0.06,2.19,09:30:00,05:55:00,04:05:00,-215.0,-325.0,110.0,False,False,2
AIKI,2021-01-06,NASDAQ,24.65,29.75,17.0,17.68,14.71,13.77,14.49,70.09,20.36,34920219.0,29769486.7,4682837.0,9396637.0,70354330.0,28144601.33,2596614.88,11090170.88,1951550.53,6082819.71,3297.59,16638.71,0.09,0.39,0.07,0.32,0.06,0.17,09:30:00,09:43:00,04:06:00,13.0,-324.0,337.0,True,False,2
ACRS,2021-01-19,NASDAQ,14.05,19.95,13.29,18.83,6.49,5.82,5.88,138.95,14.3,45109314.0,265242766.32,295177.0,241906.0,441340.0,326141.0,11731076.0,114362153.0,88115527.0,6198732.0,45733.0,594512.0,35.97,350.65,0.26,2.54,1.95,0.14,09:30:00,15:19:00,07:00:00,349.0,-150.0,499.0,True,False,1
OBLN,2021-01-20,NASDAQ,9.63,32.31,8.1,24.84,4.89,4.68,4.83,99.38,28.17,7770698.0,12510823.78,152347.0,238024.0,863364.0,417911.67,5988537.67,148647108.0,106987113.0,28718049.0,17368.33,498011.0,14.33,355.69,0.77,19.13,13.77,3.7,09:30:00,14:00:00,07:20:00,270.0,-130.0,400.0,True,False,2
BBIG,2021-01-21,NASDAQ,4.06,6.39,3.01,3.1,1.08,1.04,1.05,287.66,5.64,14471403.0,22285960.62,218465.0,327352.0,198758.0,248191.67,20770240.05,315931741.44,94761543.45,183150779.49,59004.33,998778.27,83.69,1272.93,1.44,21.83,6.55,12.66,09:30:00,10:00:00,04:09:00,30.0,-321.0,351.0,True,False,3
CLSN,2021-01-21,NASDAQ,36.15,42.0,24.3,26.1,20.85,13.68,19.13,89.02,31.5,40701022.0,51893803.05,38726999.0,3744048.0,3060855.0,15177300.67,1984755.47,11053053.33,237463.07,8222574.93,3195.47,24230.93,0.13,0.73,0.05,0.27,0.01,0.2,09:30:00,09:31:00,06:01:00,1.0,-209.0,210.0,True,False,3
ADMP,2021-01-22,NASDAQ,2.33,2.34,1.71,1.79,1.29,1.1,1.27,83.46,1.85,93842058.0,119179413.66,84369451.0,277533141.0,7999895.0,123300829.0,32117119.0,207315027.0,,165777258.0,51079.0,332755.0,0.26,1.68,0.34,2.21,,1.77,09:30:00,04:07:00,11:32:00,-323.0,122.0,-445.0,False,True,4
EXPR,2021-01-25,NYSE,3.89,4.44,2.97,4.15,2.04,1.15,1.79,117.32,3.51,64947502.0,116256028.58,77272988.0,5279111.0,3213601.0,28588566.67,62151726.0,358630191.0,263434275.0,14556668.0,123704.0,868467.0,2.17,12.54,0.96,5.52,4.06,0.22,09:30:00,08:22:00,04:00:00,-68.0,-330.0,262.0,False,False,0
KOSS,2021-01-26,NASDAQ,11.69,13.9,8.72,10.0,6.0,3.45,6.0,94.83,11.08,7447489.0,44684934.0,8512148.0,121833.0,97638.0,2910539.67,6566905.0,34562731.0,5137574.0,19053279.0,26663.0,193236.0,2.26,11.88,0.88,4.64,0.69,2.56,09:30:00,09:40:00,11:53:00,10.0,143.0,-133.0,True,True,1
KOSS,2021-01-27,NASDAQ,17.52,69.79,14.19,58.0,13.9,8.72,10.0,75.2,66.97,7616219.0,76162190.0,34562731.0,8512148.0,121833.0,14398904.0,2501630.0,25073496.0,16313457.0,555396.0,12052.0,244300.0,0.17,1.74,0.33,3.29,2.14,0.07,09:30:00,15:28:00,04:06:00,358.0,-324.0,682.0,True,False,2
EXPR,2021-01-27,NYSE,7.93,13.97,5.32,9.55,3.42,2.83,3.04,160.86,13.01,64947502.0,197440406.08,73344404.0,358630191.0,77272988.0,169749194.33,46625325.0,287577329.0,102002314.0,115455542.0,111393.0,1098888.0,0.27,1.69,0.72,4.43,1.57,1.78,09:30:00,11:29:00,06:55:00,119.0,-155.0,274.0,True,False,2
LMFA,2021-01-29,NASDAQ,14.45,15.85,9.75,10.25,8.1,7.15,7.5,92.67,11.35,15418801.0,23128201.5,7173313.0,5690391.0,7309865.0,6724523.0,7194138.4,20454847.0,315470.6,11669443.0,13032.6,48294.0,1.07,3.04,0.47,1.33,0.02,0.76,09:30:00,08:16:00,04:06:00,-74.0,-324.0,250.0,False,False,4
SIEB,2021-01-29,NASDAQ,12.53,18.5,8.01,8.22,3.77,3.65,3.71,237.74,14.91,30953710.0,114838264.1,36058.0,66238.0,73968.0,58754.67,7564966.0,33994464.0,4959939.0,15820438.0,37885.0,294529.0,128.76,578.58,0.24,1.1,0.16,0.51,09:30:00,07:31:00,04:04:00,-119.0,-326.0,207.0,False,False,4
ALYA,2021-02-01,NASDAQ,4.77,5.47,3.15,3.21,2.54,2.47,2.51,90.04,3.33,14611571.0,36675043.21,6480.0,21108.0,15621.0,14403.0,3639441.0,14977629.0,1804875.0,8031874.0,14266.0,83069.0,252.69,1039.9,0.25,1.03,0.12,0.55,09:30:00,04:37:00,13:27:00,-293.0,237.0,-530.0,False,True,0
ASM,2021-02-01,NYSE,2.71,2.82,1.63,1.85,1.35,1.19,1.23,119.98,1.76,89568682.0,110169478.86,2752139.0,5320907.0,1258104.0,3110383.33,30479706.0,129594602.0,,92365272.0,70444.0,320968.0,9.8,41.67,0.34,1.45,,1.03,09:30:00,07:09:00,04:00:00,-141.0,-330.0,189.0,False,False,0
SINO,2021-02-03,NASDAQ,10.3,11.3,7.11,7.44,6.17,4.7,4.74,117.3,8.59,5998788.0,28434255.12,918322.0,1042259.0,3045021.0,1668534.0,5910053.0,20004586.0,,11767371.0,24947.0,119814.0,3.54,11.99,0.99,3.33,,1.96,09:30:00,08:45:00,05:50:00,-45.0,-220.0,175.0,False,False,2
AVXL,2021-02-04,NASDAQ,19.94,28.7,13.8,14.91,10.98,7.97,10.38,92.1,23.14,66962957.0,695075493.66,18086228.0,3161525.0,873360.0,7373704.33,9780649.0,116591494.0,25801225.0,70647168.0,36941.0,610499.0,1.33,15.81,0.15,1.74,0.39,1.06,09:30:00,10:15:00,14:29:00,45.0,299.0,-254.0,True,True,3
OCGN,2021-02-08,NASDAQ,9.28,18.77,9.13,15.81,5.9,3.11,5.25,76.76,17.37,184011884.0,966062391.0,364424769.0,68333519.0,69091149.0,167283145.67,35821865.0,719521523.0,433081626.0,194725194.0,98721.0,3361737.0,0.21,4.3,0.19,3.91,2.35,1.06,09:30:00,12:53:00,05:48:00,203.0,-222.0,425.0,True,False,0
CRHM,2021-02-08,NYSE,3.95,3.99,3.9,3.92,2.24,2.17,2.18,81.19,1.89,71674647.0,156250730.46,69014.0,135047.0,46143.0,83401.33,11054299.0,33727901.0,,20788143.0,31831.0,105719.0,132.54,404.4,0.15,0.47,,0.29,09:30:00,07:49:00,06:30:00,-101.0,-180.0,79.0,False,False,0
HTBX,2021-02-09,NASDAQ,16.99,17.0,11.51,12.54,8.47,7.4,8.37,102.99,10.44,22592500.0,189099225.0,1921025.0,1268425.0,1427169.0,1538873.0,13717647.0,70605484.0,,50204829.0,50854.0,383112.0,8.91,45.88,0.61,3.13,,2.22,09:30:00,08:46:00,04:27:00,-44.0,-303.0,259.0,False,False,1
KALV,2021-02-09,NASDAQ,40.53,45.0,27.53,33.5,16.07,15.25,15.61,159.64,30.67,18021224.0,281311306.64,469525.0,163346.0,124179.0,252350.0,2007263.0,35138295.0,7508647.0,20334602.0,10036.0,285995.0,7.95,139.24,0.11,1.95,0.42,1.13,09:30:00,08:01:00,06:35:00,-89.0,-175.0,86.0,False,False,1
AUVI,2021-02-09,NASDAQ,9.0,35.78,8.29,19.71,5.34,5.06,5.18,73.75,31.02,7945034.0,41155276.12,415225.0,690297.0,245300.0,450274.0,5537007.0,118339008.0,77937399.0,21439030.0,22176.0,807388.0,12.3,262.82,0.7,14.89,9.81,2.7,09:30:00,13:39:00,05:15:00,249.0,-255.0,504.0,True,False,1
CHCI,2021-02-09,NASDAQ,13.44,15.72,7.83,8.38,4.59,3.51,4.22,218.48,12.51,7863582.0,33184316.04,3840461.0,12035.0,15095.0,1289197.0,5901232.0,33920149.0,,23534628.0,26768.0,226942.0,4.58,26.31,0.75,4.31,,2.99,09:30:00,09:30:00,04:01:00,0.0,-329.0,329.0,True,False,1
OLB,2021-02-10,NASDAQ,12.76,16.4,9.25,10.1,8.45,7.0,7.45,71.28,11.55,6170054.0,45966902.3,424049.0,173679.0,105655.0,234461.0,7003861.0,20088510.0,3298616.0,6913483.0,30634.0,138962.0,29.87,85.68,1.14,3.26,0.53,1.12,09:30:00,09:51:00,06:05:00,21.0,-205.0,226.0,True,False,2
RCMT,2021-02-11,NASDAQ,9.89,12.49,5.77,6.1,4.4,2.75,3.69,168.16,10.01,11953930.0,44110001.7,4683162.0,57823.0,68621.0,1603202.0,13976694.0,63554951.0,2637575.0,39947845.0,52707.0,350887.0,8.72,39.64,1.17,5.32,0.22,3.34,09:30:00,09:37:00,04:00:00,7.0,-330.0,337.0,True,False,3
ARTL,2021-02-12,NASDAQ,43.2,55.05,37.5,39.9,30.3,23.4,24.45,76.69,41.85,15711587.0,25609886.81,11510506.0,26272678.0,6933556.0,14905580.0,2464607.4,16851641.13,4210736.67,9428262.07,5918.2,42074.47,0.17,1.13,0.16,1.07,0.27,0.6,09:30:00,10:00:00,04:20:00,30.0,-310.0,340.0,True,False,4
SCKT,2021-02-16,NASDAQ,10.19,35.0,9.17,20.68,3.25,2.9,3.24,214.51,32.55,6102630.0,19772521.2,887529.0,147618.0,440931.0,492026.0,25810025.0,227120606.0,142833120.0,34499058.0,95995.0,1478811.0,52.46,461.6,4.23,37.22,23.41,5.65,09:30:00,13:33:00,04:10:00,243.0,-320.0,563.0,True,False,1
LODE,2021-02-17,NYSE,9.83,9.85,5.3,5.79,2.32,2.2,2.25,336.89,8.71,34980766.0,78706723.5,2111611.0,1388797.0,1789296.0,1763234.67,38640467.0,205376420.0,,149541301.0,120521.0,898408.0,21.91,116.48,1.1,5.87,,4.27,09:30:00,09:18:00,04:27:00,-12.0,-303.0,291.0,False,False,2
CLPS,2021-02-17,NASDAQ,13.32,19.78,10.5,10.84,5.1,4.53,4.9,171.84,16.41,16093248.0,78856915.2,660419.0,522038.0,483617.0,555358.0,10705983.0,127547392.0,32838790.0,73787324.0,44863.0,683569.0,19.28,229.67,0.67,7.93,2.04,4.58,09:30:00,10:20:00,07:46:00,50.0,-104.0,154.0,True,False,2
CAPA,2021-02-18,NASDAQ,18.2,25.0,16.79,22.41,10.4,10.35,10.38,75.34,14.88,8588679.0,89150488.02,16811.0,26781.0,13993.0,19195.0,2911115.0,39472771.0,12189993.0,19751830.0,6962.0,250930.0,151.66,2056.41,0.34,4.6,1.42,2.3,09:30:00,11:07:00,06:24:00,97.0,-186.0,283.0,True,False,3
GTEC,2021-02-18,NASDAQ,22.13,26.42,14.45,14.74,7.75,7.33,7.55,193.11,19.63,10225142.0,77199822.1,108055.0,103652.0,113536.0,108414.33,13481653.0,64139822.0,7524707.0,33268759.0,61797.0,500512.0,124.35,591.62,1.32,6.27,0.74,3.25,09:30:00,07:24:00,07:00:00,-126.0,-150.0,24.0,False,False,3
VCNX,2021-02-19,NASDAQ,5.95,9.56,4.7,4.88,2.98,2.76,2.87,107.32,7.2,22387175.0,64251192.25,196201.0,252721.0,459075.0,302665.67,26503509.0,278622091.0,88217480.0,147743686.0,94872.0,1090664.0,87.57,920.56,1.18,12.45,3.94,6.6,09:30:00,10:00:00,07:34:00,30.0,-116.0,146.0,True,False,4
RETO,2021-02-22,NASDAQ,3.03,3.66,2.13,2.34,1.25,1.18,1.18,156.78,2.79,24135000.0,28479300.0,8200323.0,363662.0,526703.0,3030229.33,32803790.0,133585966.0,1347224.0,90645846.0,87941.0,410587.0,10.83,44.08,1.36,5.53,0.06,3.76,09:30:00,09:31:00,04:44:00,1.0,-286.0,287.0,True,False,0
CTIB,2021-02-23,NASDAQ,4.13,5.0,2.88,2.94,2.58,2.23,2.37,74.26,2.97,5783646.0,13707241.02,11778261.0,246204.0,349681.0,4124715.33,22851179.0,181796133.0,58701303.0,89057304.0,65226.0,723294.0,5.54,44.07,3.95,31.43,10.15,15.4,09:30:00,10:25:00,06:02:00,55.0,-208.0,263.0,True,False,1
NVOS,2021-02-24,NASDAQ,14.0,14.98,5.73,6.37,4.62,3.78,3.99,250.99,11.2,23793141.0,94903701.51,56087.0,,,56087.0,1499081.0,34070549.0,315387.0,28374975.0,8931.0,233293.0,26.73,607.46,0.06,1.43,0.01,1.19,09:30:00,06:24:00,04:09:00,-186.0,-321.0,135.0,False,False,2
SYPR,2021-02-24,NASDAQ,6.88,7.89,4.72,5.06,2.92,2.18,2.66,158.65,5.71,21300958.0,56660548.28,1220525.0,1118359.0,1841305.0,1393396.33,37514723.0,193632230.0,8066461.0,134975725.0,129646.0,707278.0,26.92,138.96,1.76,9.09,0.38,6.34,09:30:00,09:33:00,05:32:00,3.0,-238.0,241.0,True,False,2
KOSS,2021-02-25,NASDAQ,32.6,35.05,18.93,21.53,20.28,11.88,18.44,76.79,23.61,7616219.0,140443078.36,13351739.0,613452.0,1520392.0,5161861.0,5845675.0,38329560.0,815211.0,24500563.0,26911.0,359924.0,1.13,7.43,0.77,5.03,0.11,3.22,09:30:00,07:13:00,15:41:00,-137.0,371.0,-508.0,False,True,3
DYNT,2021-02-25,NASDAQ,11.35,12.8,7.4,8.0,6.7,5.97,6.4,77.34,7.25,14974508.0,19167370.24,5015323.0,453910.0,733948.0,2067727.0,3317027.8,15684162.2,941649.2,10507075.0,8878.4,43664.8,1.6,7.59,0.22,1.05,0.06,0.7,09:30:00,05:59:00,15:42:00,-211.0,372.0,-583.0,False,True,3
LIXT,2021-02-26,NASDAQ,6.6,7.19,5.1,5.58,3.95,3.67,3.77,75.07,3.82,12374302.0,46651118.54,97168.0,79478.0,26367.0,67671.0,21354763.0,55021098.0,4789667.0,23842510.0,80322.0,282230.0,315.57,813.07,1.73,4.45,0.39,1.93,09:30:00,04:41:00,04:02:00,-289.0,-328.0,39.0,False,False,4
NNVC,2021-03-02,NYSE,8.2,8.71,6.52,6.65,4.35,4.16,4.22,94.31,4.85,10677000.0,45056940.0,113339.0,145140.0,122591.0,127023.33,27169409.0,130903013.0,19307297.0,73459131.0,102600.0,560602.0,213.89,1030.54,2.54,12.26,1.81,6.88,09:30:00,07:57:00,06:15:00,-93.0,-195.0,102.0,False,False,1
JCS,2021-03-02,NASDAQ,40.12,45.8,28.52,28.96,21.8,20.52,21.4,87.48,25.28,9327574.0,49902520.9,22766.0,8937.0,13004.0,14902.33,1273762.25,22367223.25,185734.75,19532066.0,5583.25,98723.75,85.47,1500.92,0.14,2.4,0.02,2.09,09:30:00,09:04:00,07:00:00,-26.0,-150.0,124.0,False,False,1
FPRX,2021-03-04,NASDAQ,37.99,38.18,37.7,38.0,22.44,21.13,21.26,78.69,19.15,45848446.0,974737961.96,711484.0,517933.0,813764.0,681060.33,2465857.0,35390129.0,946406.0,25524680.0,1787.0,120289.0,3.62,51.96,0.05,0.77,0.02,0.56,09:30:00,09:01:00,04:39:00,-29.0,-291.0,262.0,False,False,3
INVO,2021-03-09,NASDAQ,5.31,12.3,5.22,9.4,3.49,3.09,3.11,70.74,9.32,9639268.0,29978123.48,4335507.0,128419.0,189091.0,1551005.67,4454475.0,96809347.0,21588190.0,62570876.0,18026.0,502834.0,2.87,62.42,0.46,10.04,2.24,6.49,09:30:00,10:26:00,08:14:00,56.0,-76.0,132.0,True,False,1
MNOV,2021-03-10,NASDAQ,9.85,10.81,7.8,8.74,5.68,5.41,5.68,73.42,5.58,48680867.0,276507324.56,3847740.0,73801.0,104928.0,1342156.33,5866914.0,27705172.0,3373231.0,15264807.0,26612.0,175247.0,4.37,20.64,0.12,0.57,0.07,0.31,09:30:00,07:07:00,11:38:00,-143.0,128.0,-271.0,False,True,2
ENTX,2021-03-11,NASDAQ,4.65,7.87,3.97,4.04,1.61,1.54,1.6,190.63,6.65,23738642.0,37981827.2,170770.0,132573.0,195779.0,166374.0,22893281.0,361217344.0,145780697.0,163179226.0,66404.0,1313097.0,137.6,2171.12,0.96,15.22,6.14,6.87,09:30:00,10:41:00,08:30:00,71.0,-60.0,131.0,True,False,3
NVFY,2021-03-11,NASDAQ,6.93,7.49,4.2,4.49,2.47,2.33,2.4,188.75,5.45,5769104.0,13845849.6,3040988.0,34758.0,48689.0,1041478.33,13502828.0,37769218.0,,20276909.0,51971.0,217945.0,12.97,36.27,2.34,6.55,,3.51,09:30:00,04:14:00,13:29:00,-316.0,239.0,-555.0,False,True,3
NLSP,2021-03-12,NASDAQ,5.85,7.35,4.65,5.85,2.97,2.7,2.82,107.45,5.29,11779277.0,33217561.14,72347.0,105711.0,64301.0,80786.33,17078456.0,169157946.0,54101620.0,81339466.0,54074.0,710424.0,211.4,2093.89,1.45,14.36,4.59,6.91,09:30:00,10:00:00,08:00:00,30.0,-90.0,120.0,True,False,4
CHEK,2021-03-15,NASDAQ,81.0,89.8,60.4,61.4,31.2,28.0,30.6,164.71,69.8,46239183.0,70745949.99,1932006.0,4284945.0,2004747.0,2740566.0,4064787.65,21040278.8,,15735943.0,8111.35,47134.9,1.48,7.68,0.09,0.46,,0.34,09:30:00,09:30:00,04:48:00,0.0,-282.0,282.0,True,False,0
SSY,2021-03-16,NYSE,3.52,7.62,3.4,4.85,1.93,1.82,1.93,82.38,6.11,6899321.0,13315689.53,277897.0,162719.0,130080.0,190232.0,4827600.0,196203960.0,26488360.0,152697373.0,17776.0,747144.0,25.38,1031.39,0.7,28.44,3.84,22.13,09:30:00,09:49:00,04:12:00,19.0,-318.0,337.0,True,False,1
ZCMD,2021-03-17,NASDAQ,3.4,4.09,2.41,2.66,1.88,1.8,1.82,86.81,2.5,19435423.0,35372469.86,66410.0,70432.0,76791.0,71211.0,25612847.0,139712738.0,16287336.0,89115413.0,58028.0,427098.0,359.68,1961.95,1.32,7.19,0.84,4.59,09:30:00,09:34:00,04:36:00,4.0,-294.0,298.0,True,False,2
SPCB,2021-03-19,NASDAQ,29.4,29.5,20.4,22.4,15.5,13.8,14.5,102.76,19.5,19998745.0,28998180.25,1186722.0,950297.0,742992.0,960003.67,4126532.9,14570031.7,,9715573.2,8309.6,36610.8,4.3,15.18,0.21,0.73,,0.49,09:30:00,08:56:00,05:30:00,-34.0,-240.0,206.0,False,False,4
SPRT,2021-03-22,NASDAQ,7.97,9.45,6.18,7.1,2.2,2.1,2.14,272.43,7.55,19656591.0,42065104.74,63780.0,82054.0,98732.0,81522.0,50330898.0,282618363.0,52315497.0,156200738.0,166558.0,1247601.0,617.39,3466.77,2.56,14.38,2.66,7.95,09:30:00,09:59:00,06:24:00,29.0,-186.0,215.0,True,False,0
DLPN,2021-03-23,NASDAQ,10.7,18.33,10.1,18.33,5.75,5.3,5.45,96.33,14.53,6618785.0,36072378.25,134737.0,275682.0,183379.0,197932.67,4518879.0,174578208.0,145630199.0,,19656.0,1058166.0,22.83,882.01,0.68,26.38,22.0,,09:30:00,15:59:00,09:03:00,389.0,-27.0,416.0,True,False,1
VTNR,2021-05-27,NASDAQ,4.49,5.2,3.55,3.99,1.81,1.73,1.78,152.25,3.94,51742499.0,92101648.22,14664211.0,362521.0,666421.0,5231051.0,26026719.0,257019796.0,79845203.0,137520407.0,76578.0,810565.0,4.98,49.13,0.5,4.97,1.54,2.66,09:30:00,10:41:00,04:29:00,71.0,-301.0,372.0,True,False,3
AEMD,2021-06-09,NASDAQ,10.6,12.49,8.71,10.79,2.29,2.15,2.21,379.64,10.83,12150597.0,26852819.37,7639581.0,241262.0,258935.0,2713259.33,30609246.0,253587268.0,32296873.0,170129074.0,104035.0,1074663.0,11.28,93.46,2.52,20.87,2.66,14.0,09:30:00,05:16:00,04:04:00,-254.0,-326.0,72.0,False,False,2
ENOB,2021-06-14,NASDAQ,11.88,12.99,6.71,6.79,4.54,4.3,4.41,169.39,9.23,47763220.0,210635800.2,65098.0,60339.0,195443.0,106960.0,13380054.0,105815240.0,2215466.0,79500810.0,53920.0,602387.0,125.09,989.3,0.28,2.22,0.05,1.66,09:30:00,09:31:00,07:08:00,1.0,-142.0,143.0,True,False,0
MRIN,2021-06-24,NASDAQ,3.01,3.81,2.56,3.51,1.77,1.67,1.71,76.02,2.27,10967328.0,18754130.88,15332020.0,1433348.0,501244.0,5755537.33,26344278.0,196248853.0,145710741.0,9651449.0,54790.0,513858.0,4.58,34.1,2.4,17.89,13.29,0.88,09:30:00,15:48:00,06:55:00,378.0,-155.0,533.0,True,False,3
CUEN,2021-06-30,NASDAQ,8.21,9.25,5.8,6.22,3.26,2.62,2.78,195.32,7.21,13739247.0,38195106.66,1762622.0,421290.0,110084.0,764665.33,17244254.0,210989214.0,22585616.0,156468448.0,64538.0,803637.0,22.55,275.92,1.26,15.36,1.64,11.39,09:30:00,09:41:00,06:37:00,11.0,-173.0,184.0,True,False,2
MEDS,2021-07-01,NASDAQ,8.96,9.49,6.57,7.17,4.7,4.33,4.42,102.71,5.37,8161457.0,36073639.94,275941.0,188641.0,847368.0,437316.67,13730227.0,96244099.0,3460277.0,72154232.0,41933.0,369350.0,31.4,220.08,1.68,11.79,0.42,8.84,09:30:00,09:16:00,07:28:00,-14.0,-122.0,108.0,False,False,3
